id,state,state_original,under_18,total_arrests,total_arrests_per_capita,violent_crimes,violent_crimes_per_capita,property_crimes,property_crimes_per_capita,murder_and_nonnegligent_manslaughter,murder_and_nonnegligent_manslaughter_per_capita,forcible_rape,forcible_rape_per_capita,robbery,robbery_per_capita,aggravated_assault,aggravated_assault_per_capita,burglary,burglary_per_capita,larceny_theft,larceny_theft_per_capita,motor_vehicle_theft,motor_vehicle_theft_per_capita,arson,arson_per_capita,other_assults,other_assults_per_capita,forgery_and_counterfeiting,forgery_and_counterfeiting_per_capita,fraud,fraud_per_capita,embezzlement,embezzlement_per_capita,stolen_property,stolen_property_per_capita,vandalism,vandalism_per_capita,weapons_posession,weapons_posession_per_capita,prostitution,prostitution_per_capita,sex_offenses,sex_offenses_per_capita,drug_abuse_violations,drug_abuse_violations_per_capita,gambling,gambling_per_capita,offenses_against_family_and_children,offenses_against_family_and_children_per_capita,dui,dui_per_capita,liquor_laws,liquor_laws_per_capita,drunkenness,drunkenness_per_capita,disorderly_conduct,disorderly_conduct_per_capita,vagrancy,vagrancy_per_capita,all_others,all_others_per_capita,suspicion,suspicion_per_capita,curfew_and_loitering,curfew_and_loitering_per_capita,runaways,runaways_per_capita,number_of_agencies,estimated_population,year
58,NEW HAMPSHIRE,NEW HAMPSHIRE,0,40699,39.52,860,0.84,4152,4.03,4,0.00,42,0.04,159,0.15,655,0.64,516,0.50,3522,3.42,75,0.07,39,0.04,5492,5.33,177,0.17,689,0.67,35,0.03,637,0.62,1122,1.09,77,0.07,49,0.05,142,0.14,3631,3.53,2,0.00,170,0.17,3616,3.51,3329,3.23,2993,2.91,1116,1.08,50,0.05,12343,11.99,0,0.00,17,0.02,NULL,0.00,0,1029821,2011
59,NEW JERSEY,NEW JERSEY,1,30690,NULL,2011,NULL,5819,NULL,13,NULL,46,NULL,947,NULL,1005,NULL,1131,NULL,4416,NULL,138,NULL,134,NULL,2640,NULL,61,NULL,91,NULL,7,NULL,563,NULL,1524,NULL,951,NULL,12,NULL,204,NULL,4739,NULL,40,NULL,54,NULL,301,NULL,2232,NULL,0,NULL,2805,NULL,35,NULL,4806,NULL,0,NULL,1795,NULL,NULL,NULL,577,8760229,2011
60,NEW JERSEY,NEW JERSEY,0,333136,38.03,11947,1.36,33726,3.85,207,0.02,279,0.03,3561,0.41,7900,0.90,6584,0.75,26191,2.99,688,0.08,263,0.03,24331,2.78,1839,0.21,3323,0.38,211,0.02,3327,0.38,5227,0.60,4081,0.47,1086,0.12,1298,0.15,46377,5.29,103,0.01,14603,1.67,26206,2.99,7259,0.83,0,0.00,17791,2.03,289,0.03,128317,14.65,0,0.00,1795,0.20,NULL,0.00,0,8760229,2011
61,NEW MEXICO,NEW MEXICO,1,11525,NULL,442,NULL,3307,NULL,5,NULL,17,NULL,42,NULL,378,NULL,437,NULL,2660,NULL,118,NULL,92,NULL,1489,NULL,3,NULL,29,NULL,14,NULL,83,NULL,371,NULL,168,NULL,1,NULL,45,NULL,1437,NULL,4,NULL,35,NULL,139,NULL,869,NULL,5,NULL,690,NULL,3,NULL,2372,NULL,4,NULL,15,NULL,NULL,NULL,87,1988459,2011
62,NEW MEXICO,NEW MEXICO,0,108731,54.68,4386,2.21,13257,6.67,83,0.04,121,0.06,380,0.19,3802,1.91,1835,0.92,10800,5.43,408,0.21,214,0.11,9808,4.93,222,0.11,573,0.29,230,0.12,618,0.31,1277,0.64,692,0.35,264,0.13,220,0.11,8859,4.46,20,0.01,1654,0.83,11460,5.76,5084,2.56,658,0.33,3502,1.76,5,0.00,45917,23.09,10,0.01,15,0.01,NULL,0.00,0,1988459,2011
63,NEW YORK,NEW YORK4,1,31515,NULL,1667,NULL,9339,NULL,13,NULL,68,NULL,733,NULL,853,NULL,1606,NULL,7311,NULL,347,NULL,75,NULL,4041,NULL,68,NULL,249,NULL,3,NULL,854,NULL,2768,NULL,361,NULL,14,NULL,612,NULL,4180,NULL,9,NULL,30,NULL,216,NULL,733,NULL,0,NULL,1455,NULL,13,NULL,4903,NULL,0,NULL,0,NULL,NULL,NULL,506,9114359,2011
64,NEW YORK,NEW YORK4,0,303435,33.29,11306,1.24,53185,5.84,176,0.02,402,0.04,2851,0.31,7877,0.86,7376,0.81,43965,4.82,1607,0.18,237,0.03,33664,3.69,2446,0.27,5745,0.63,116,0.01,4773,0.52,14771,1.62,3065,0.34,777,0.09,3144,0.35,56508,6.20,160,0.02,532,0.06,35541,3.90,3746,0.41,0,0.00,11322,1.24,716,0.08,61918,6.79,0,0.00,0,0.00,NULL,0.00,0,9114359,2011
65,NORTH CAROLINA,NORTH CAROLINA,1,40803,NULL,1795,NULL,10600,NULL,37,NULL,48,NULL,628,NULL,1082,NULL,2904,NULL,7388,NULL,167,NULL,141,NULL,7144,NULL,47,NULL,363,NULL,22,NULL,529,NULL,1747,NULL,1494,NULL,17,NULL,153,NULL,3430,NULL,1,NULL,86,NULL,498,NULL,3042,NULL,0,NULL,3720,NULL,0,NULL,6115,NULL,0,NULL,0,NULL,NULL,NULL,375,9281220,2011
66,NORTH CAROLINA,NORTH CAROLINA,0,494561,53.29,19735,2.13,71541,7.71,573,0.06,560,0.06,3900,0.42,14702,1.58,17331,1.87,52358,5.64,1430,0.15,422,0.05,60169,6.48,2359,0.25,18242,1.97,1472,0.16,4785,0.52,8696,0.94,7372,0.79,989,0.11,1686,0.18,42225,4.55,422,0.05,7703,0.83,53700,5.79,29426,3.17,0,0.00,16003,1.72,414,0.04,147622,15.91,0,0.00,0,0.00,NULL,0.00,0,9281220,2011
67,NORTH DAKOTA,NORTH DAKOTA,1,4754,NULL,44,NULL,965,NULL,0,NULL,5,NULL,4,NULL,35,NULL,67,NULL,863,NULL,29,NULL,6,NULL,366,NULL,6,NULL,9,NULL,5,NULL,33,NULL,213,NULL,20,NULL,0,NULL,12,NULL,342,NULL,0,NULL,57,NULL,27,NULL,809,NULL,2,NULL,759,NULL,0,NULL,879,NULL,0,NULL,206,NULL,NULL,NULL,77,645706,2011
68,NORTH DAKOTA,NORTH DAKOTA,0,26012,40.28,495,0.77,2936,4.55,8,0.01,30,0.05,22,0.03,435,0.67,213,0.33,2602,4.03,109,0.17,12,0.02,1971,3.05,65,0.10,413,0.64,41,0.06,141,0.22,466,0.72,131,0.20,10,0.02,66,0.10,2243,3.47,0,0.00,121,0.19,4836,7.49,4269,6.61,332,0.51,1698,2.63,1,0.00,5571,8.63,0,0.00,206,0.32,NULL,0.00,0,645706,2011
69,OHIO,OHIO,1,29697,NULL,1027,NULL,6127,NULL,20,NULL,64,NULL,528,NULL,415,NULL,1158,NULL,4684,NULL,194,NULL,91,NULL,5512,NULL,27,NULL,111,NULL,0,NULL,510,NULL,1317,NULL,441,NULL,11,NULL,180,NULL,2221,NULL,2,NULL,441,NULL,115,NULL,1548,NULL,22,NULL,2126,NULL,8,NULL,7029,NULL,2,NULL,920,NULL,NULL,NULL,439,8496426,2011
70,OHIO,OHIO,0,256625,30.20,7642,0.90,37720,4.44,235,0.03,474,0.06,2795,0.33,4138,0.49,6542,0.77,30043,3.54,901,0.11,234,0.03,35107,4.13,1109,0.13,2550,0.30,19,0.00,3513,0.41,4534,0.53,3217,0.38,1374,0.16,734,0.09,28943,3.41,59,0.01,3698,0.44,36528,4.30,9777,1.15,3117,0.37,17659,2.08,39,0.00,58311,6.86,55,0.01,920,0.11,NULL,0.00,0,8496426,2011
71,OKLAHOMA,OKLAHOMA,1,13878,NULL,532,NULL,4138,NULL,17,NULL,25,NULL,137,NULL,353,NULL,734,NULL,3214,NULL,124,NULL,66,NULL,1056,NULL,9,NULL,48,NULL,26,NULL,264,NULL,324,NULL,206,NULL,2,NULL,36,NULL,1320,NULL,0,NULL,19,NULL,166,NULL,330,NULL,600,NULL,894,NULL,0,NULL,2201,NULL,0,NULL,1707,NULL,NULL,NULL,291,3489895,2011
72,OKLAHOMA,OKLAHOMA,0,134295,38.48,5155,1.48,17945,5.14,144,0.04,231,0.07,669,0.19,4111,1.18,2743,0.79,14507,4.16,513,0.15,182,0.05,8420,2.41,725,0.21,1897,0.54,437,0.13,2083,0.60,1240,0.36,1764,0.51,189,0.05,538,0.15,15931,4.56,10,0.00,831,0.24,14563,4.17,1969,0.56,19661,5.63,2712,0.78,166,0.05,36352,10.42,0,0.00,1707,0.49,NULL,0.00,0,3489895,2011
73,OREGON,OREGON,1,20457,NULL,445,NULL,5076,NULL,2,NULL,22,NULL,114,NULL,307,NULL,486,NULL,4310,NULL,161,NULL,119,NULL,1742,NULL,15,NULL,78,NULL,1,NULL,59,NULL,1404,NULL,210,NULL,6,NULL,145,NULL,3059,NULL,0,NULL,5,NULL,87,NULL,2596,NULL,0,NULL,1348,NULL,0,NULL,3336,NULL,0,NULL,845,NULL,NULL,NULL,137,3694895,2011
74,OREGON,OREGON,0,133414,36.11,4289,1.16,24655,6.67,68,0.02,229,0.06,933,0.25,3059,0.83,2541,0.69,20634,5.58,1219,0.33,261,0.07,13538,3.66,761,0.21,1625,0.44,33,0.01,409,0.11,4655,1.26,1744,0.47,376,0.10,1145,0.31,19262,5.21,1,0.00,587,0.16,14966,4.05,13663,3.70,0,0.00,10202,2.76,0,0.00,20658,5.59,0,0.00,845,0.23,NULL,0.00,0,3694895,2011
75,PENNSYLVANIA,PENNSYLVANIA,1,67659,NULL,4143,NULL,10187,NULL,28,NULL,171,NULL,1563,NULL,2381,NULL,1510,NULL,7977,NULL,536,NULL,164,NULL,6595,NULL,65,NULL,174,NULL,29,NULL,453,NULL,2749,NULL,1210,NULL,15,NULL,528,NULL,4655,NULL,7,NULL,42,NULL,407,NULL,4835,NULL,286,NULL,11870,NULL,97,NULL,5610,NULL,0,NULL,13702,NULL,NULL,NULL,1122,11798317,2011
76,PENNSYLVANIA,PENNSYLVANIA,0,418838,35.50,23179,1.96,58946,5.00,445,0.04,953,0.08,6470,0.55,15311,1.30,9730,0.82,46076,3.91,2593,0.22,547,0.05,45157,3.83,2669,0.23,6685,0.57,442,0.04,2852,0.24,9509,0.81,4222,0.36,1939,0.16,2452,0.21,52483,4.45,124,0.01,1141,0.10,48519,4.11,20017,1.70,23971,2.03,48699,4.13,1061,0.09,51069,4.33,0,0.00,13702,1.16,NULL,0.00,0,11798317,2011
77,RHODE ISLAND,RHODE ISLAND,1,3844,NULL,115,NULL,741,NULL,0,NULL,13,NULL,38,NULL,64,NULL,172,NULL,532,NULL,25,NULL,12,NULL,532,NULL,4,NULL,17,NULL,2,NULL,58,NULL,301,NULL,94,NULL,0,NULL,21,NULL,388,NULL,0,NULL,84,NULL,13,NULL,92,NULL,0,NULL,746,NULL,0,NULL,615,NULL,0,NULL,21,NULL,NULL,NULL,47,873472,2011
78,RHODE ISLAND,RHODE ISLAND,0,29852,34.18,702,0.80,3368,3.86,6,0.01,56,0.06,141,0.16,499,0.57,773,0.89,2439,2.79,111,0.13,45,0.05,3829,4.38,94,0.11,542,0.62,102,0.12,312,0.36,1108,1.27,281,0.32,42,0.05,87,0.10,3111,3.56,11,0.01,124,0.14,2508,2.87,625,0.72,4,0.00,2880,3.30,1,0.00,10100,11.56,0,0.00,21,0.02,NULL,0.00,0,873472,2011
79,SOUTH CAROLINA,SOUTH CAROLINA,1,15796,NULL,736,NULL,4265,NULL,24,NULL,44,NULL,218,NULL,450,NULL,856,NULL,3270,NULL,91,NULL,48,NULL,2783,NULL,17,NULL,70,NULL,4,NULL,193,NULL,734,NULL,425,NULL,1,NULL,79,NULL,2079,NULL,1,NULL,15,NULL,108,NULL,566,NULL,81,NULL,1936,NULL,0,NULL,1639,NULL,0,NULL,64,NULL,NULL,NULL,251,4209115,2011
80,SOUTH CAROLINA,SOUTH CAROLINA,0,169884,40.36,7870,1.87,26954,6.40,273,0.06,322,0.08,1309,0.31,5966,1.42,4479,1.06,21521,5.11,800,0.19,154,0.04,20486,4.87,1552,0.37,5124,1.22,399,0.09,2049,0.49,3409,0.81,1931,0.46,524,0.12,491,0.12,26287,6.25,240,0.06,1040,0.25,15674,3.72,7466,1.77,8736,2.08,13384,3.18,858,0.20,25346,6.02,0,0.00,64,0.02,NULL,0.00,0,4209115,2011
81,SOUTH DAKOTA,SOUTH DAKOTA,1,4962,NULL,58,NULL,1127,NULL,1,NULL,3,NULL,2,NULL,52,NULL,88,NULL,981,NULL,39,NULL,19,NULL,403,NULL,4,NULL,34,NULL,4,NULL,20,NULL,240,NULL,27,NULL,0,NULL,29,NULL,654,NULL,0,NULL,167,NULL,73,NULL,1040,NULL,14,NULL,333,NULL,0,NULL,529,NULL,0,NULL,206,NULL,NULL,NULL,106,686820,2011
82,SOUTH DAKOTA,SOUTH DAKOTA,0,29023,42.26,577,0.84,3544,5.16,14,0.02,46,0.07,35,0.05,482,0.70,361,0.53,3025,4.40,128,0.19,30,0.04,3697,5.38,111,0.16,562,0.82,29,0.04,76,0.11,600,0.87,128,0.19,19,0.03,73,0.11,3694,5.38,6,0.01,335,0.49,5269,7.67,4658,6.78,113,0.16,1984,2.89,262,0.38,3080,4.48,0,0.00,206,0.30,NULL,0.00,0,686820,2011
83,TENNESSEE,TENNESSEE,1,33318,NULL,1958,NULL,6587,NULL,23,NULL,75,NULL,436,NULL,1424,NULL,1484,NULL,4769,NULL,276,NULL,58,NULL,5616,NULL,56,NULL,143,NULL,19,NULL,43,NULL,1319,NULL,599,NULL,12,NULL,197,NULL,2768,NULL,63,NULL,63,NULL,137,NULL,940,NULL,308,NULL,3499,NULL,0,NULL,7013,NULL,0,NULL,1978,NULL,NULL,NULL,446,6086443,2011
84,TENNESSEE,TENNESSEE,0,386758,63.54,16546,2.72,45236,7.43,316,0.05,429,0.07,2331,0.38,13470,2.21,8113,1.33,34706,5.70,2131,0.35,286,0.05,34415,5.65,2387,0.39,9055,1.49,745,0.12,730,0.12,4706,0.77,3532,0.58,2390,0.39,913,0.15,40911,6.72,365,0.06,3006,0.49,25559,4.20,7548,1.24,20339,3.34,11877,1.95,19,0.00,154501,25.38,0,0.00,1978,0.33,NULL,0.00,0,6086443,2011
85,TEXAS,TEXAS,1,121237,NULL,3609,NULL,25409,NULL,48,NULL,234,NULL,1067,NULL,2260,NULL,4048,NULL,20469,NULL,694,NULL,198,NULL,18280,NULL,130,NULL,289,NULL,15,NULL,99,NULL,3592,NULL,977,NULL,108,NULL,600,NULL,13561,NULL,19,NULL,74,NULL,660,NULL,4296,NULL,2594,NULL,16704,NULL,643,NULL,23056,NULL,0,NULL,6522,NULL,NULL,NULL,1020,23937315,2011
86,TEXAS,TEXAS,0,1026398,42.88,30462,1.27,128461,5.37,640,0.03,1708,0.07,6495,0.27,21619,0.90,17960,0.75,106018,4.43,3883,0.16,600,0.03,105950,4.43,6025,0.25,11801,0.49,490,0.02,729,0.03,11431,0.48,9637,0.40,6493,0.27,4061,0.17,126695,5.29,368,0.02,5191,0.22,85715,3.58,23842,1.00,117766,4.92,32867,1.37,1814,0.08,310078,12.95,0,0.00,6522,0.27,NULL,0.00,0,23937315,2011
87,UTAH,UTAH,1,9426,NULL,156,NULL,2273,NULL,1,NULL,35,NULL,18,NULL,102,NULL,143,NULL,2089,NULL,26,NULL,15,NULL,792,NULL,9,NULL,18,NULL,0,NULL,54,NULL,583,NULL,104,NULL,7,NULL,177,NULL,968,NULL,0,NULL,5,NULL,53,NULL,1064,NULL,31,NULL,578,NULL,3,NULL,2026,NULL,0,NULL,525,NULL,NULL,NULL,79,1230046,2011
88,UTAH,UTAH,0,47321,38.47,703,0.57,8138,6.62,13,0.01,117,0.10,88,0.07,485,0.39,722,0.59,7237,5.88,156,0.13,23,0.02,4262,3.46,336,0.27,473,0.38,9,0.01,249,0.20,1486,1.21,493,0.40,64,0.05,471,0.38,5207,4.23,1,0.00,699,0.57,3184,2.59,4415,3.59,1172,0.95,1669,1.36,21,0.02,13744,11.17,0,0.00,525,0.43,NULL,0.00,0,1230046,2011
89,VERMONT,VERMONT,1,953,NULL,35,NULL,202,NULL,0,NULL,3,NULL,0,NULL,32,NULL,38,NULL,130,NULL,32,NULL,2,NULL,212,NULL,1,NULL,6,NULL,1,NULL,9,NULL,85,NULL,8,NULL,0,NULL,8,NULL,92,NULL,0,NULL,2,NULL,13,NULL,102,NULL,1,NULL,81,NULL,0,NULL,95,NULL,0,NULL,0,NULL,NULL,NULL,61,456140,2011
90,VERMONT,VERMONT,0,10907,23.91,421,0.92,1487,3.26,4,0.01,36,0.08,9,0.02,372,0.82,258,0.57,1124,2.46,95,0.21,10,0.02,1378,3.02,42,0.09,231,0.51,47,0.10,116,0.25,346,0.76,15,0.03,2,0.00,25,0.05,1041,2.28,0,0.00,309,0.68,2264,4.96,358,0.78,3,0.01,592,1.30,1,0.00,2229,4.89,0,0.00,0,0.00,NULL,0.00,0,456140,2011
91,VIRGINIA,VIRGINIA,1,28059,NULL,876,NULL,6110,NULL,11,NULL,45,NULL,382,NULL,438,NULL,904,NULL,4889,NULL,182,NULL,135,NULL,4712,NULL,49,NULL,153,NULL,26,NULL,152,NULL,1000,NULL,387,NULL,3,NULL,204,NULL,2685,NULL,1,NULL,45,NULL,173,NULL,1840,NULL,203,NULL,983,NULL,0,NULL,6460,NULL,0,NULL,1997,NULL,NULL,NULL,323,8003311,2011
92,VIRGINIA,VIRGINIA,0,347903,43.47,6721,0.84,38670,4.83,269,0.03,336,0.04,1982,0.25,4134,0.52,4733,0.59,32650,4.08,1008,0.13,279,0.03,41527,5.19,2194,0.27,6731,0.84,1621,0.20,1010,0.13,4852,0.61,3749,0.47,783,0.10,1083,0.14,35416,4.43,73,0.01,2205,0.28,28950,3.62,12312,1.54,33460,4.18,5345,0.67,240,0.03,118964,14.86,0,0.00,1997,0.25,NULL,0.00,0,8003311,2011
93,WASHINGTON,WASHINGTON,1,17052,NULL,686,NULL,5252,NULL,13,NULL,74,NULL,205,NULL,394,NULL,902,NULL,4099,NULL,166,NULL,85,NULL,2748,NULL,16,NULL,27,NULL,1,NULL,197,NULL,1096,NULL,343,NULL,16,NULL,129,NULL,2204,NULL,3,NULL,3,NULL,107,NULL,1569,NULL,5,NULL,387,NULL,2,NULL,2209,NULL,0,NULL,52,NULL,NULL,NULL,189,3886312,2011
94,WASHINGTON,WASHINGTON,0,129201,33.25,5295,1.36,24813,6.38,99,0.03,454,0.12,1139,0.29,3603,0.93,3765,0.97,20072,5.16,799,0.21,177,0.05,19230,4.95,935,0.24,731,0.19,53,0.01,1888,0.49,4270,1.10,1549,0.40,239,0.06,616,0.16,12570,3.23,5,0.00,574,0.15,11101,2.86,4994,1.29,29,0.01,3548,0.91,30,0.01,36677,9.44,2,0.00,52,0.01,NULL,0.00,0,3886312,2011
95,WEST VIRGINIA,WEST VIRGINIA,1,1882,NULL,80,NULL,470,NULL,0,NULL,7,NULL,17,NULL,56,NULL,74,NULL,359,NULL,26,NULL,11,NULL,289,NULL,2,NULL,3,NULL,3,NULL,10,NULL,81,NULL,28,NULL,0,NULL,15,NULL,184,NULL,0,NULL,0,NULL,24,NULL,106,NULL,13,NULL,37,NULL,0,NULL,467,NULL,0,NULL,70,NULL,NULL,NULL,247,1498772,2011
96,WEST VIRGINIA,WEST VIRGINIA,0,50204,33.50,1947,1.30,6537,4.36,46,0.03,61,0.04,236,0.16,1604,1.07,1007,0.67,5239,3.50,250,0.17,41,0.03,6186,4.13,435,0.29,785,0.52,138,0.09,340,0.23,923,0.62,391,0.26,98,0.07,152,0.10,6798,4.54,23,0.02,86,0.06,5356,3.57,1710,1.14,3037,2.03,1033,0.69,11,0.01,14148,9.44,0,0.00,70,0.05,NULL,0.00,0,1498772,2011
97,WISCONSIN,WISCONSIN,1,64921,NULL,1411,NULL,10267,NULL,12,NULL,135,NULL,669,NULL,595,NULL,1235,NULL,8575,NULL,403,NULL,54,NULL,2972,NULL,48,NULL,153,NULL,2,NULL,501,NULL,2803,NULL,932,NULL,13,NULL,975,NULL,3634,NULL,73,NULL,266,NULL,349,NULL,5269,NULL,0,NULL,12710,NULL,17,NULL,18203,NULL,0,NULL,4323,NULL,NULL,NULL,342,5284971,2011
98,WISCONSIN,WISCONSIN,0,317773,60.13,7448,1.41,35805,6.77,127,0.02,693,0.13,1775,0.34,4853,0.92,4126,0.78,30489,5.77,1035,0.20,155,0.03,17195,3.25,1156,0.22,3684,0.70,168,0.03,1480,0.28,8302,1.57,3799,0.72,457,0.09,2510,0.47,24140,4.57,148,0.03,2287,0.43,28798,5.45,27068,5.12,12,0.00,48195,9.12,2712,0.51,98086,18.56,0,0.00,4323,0.82,NULL,0.00,0,5284971,2011
99,WYOMING,WYOMING,1,4782,NULL,49,NULL,768,NULL,0,NULL,4,NULL,2,NULL,43,NULL,46,NULL,693,NULL,22,NULL,7,NULL,530,NULL,4,NULL,8,NULL,1,NULL,9,NULL,207,NULL,37,NULL,0,NULL,14,NULL,570,NULL,0,NULL,7,NULL,59,NULL,717,NULL,5,NULL,218,NULL,3,NULL,1235,NULL,0,NULL,341,NULL,NULL,NULL,61,548033,2011
100,WYOMING,WYOMING,0,34041,62.11,560,1.02,2735,4.99,8,0.01,31,0.06,28,0.05,493,0.90,241,0.44,2369,4.32,94,0.17,31,0.06,2911,5.31,84,0.15,196,0.36,3,0.01,56,0.10,662,1.21,118,0.22,13,0.02,151,0.28,3205,5.85,2,0.00,213,0.39,4970,9.07,3285,5.99,2679,4.89,1257,2.29,27,0.05,10564,19.28,9,0.02,341,0.62,NULL,0.00,0,548033,2011
101,ALABAMA,ALABAMA,1,6100,1.78,298,0.09,1833,0.54,7,0.00,15,0.00,100,0.03,176,0.05,256,0.07,1526,0.45,43,0.01,8,0.00,849,0.25,5,0.00,29,0.01,2,0.00,79,0.02,156,0.05,72,0.02,1,0.00,14,0.00,314,0.09,1,0.00,5,0.00,82,0.02,462,0.14,49,0.01,532,0.16,1,0.00,1220,0.36,0,0.00,96,0.03,NULL,0.00,344,3421075,2010
102,ALABAMA,ALABAMA,0,155266,45.39,3772,1.10,15640,4.57,176,0.05,230,0.07,688,0.20,2678,0.78,2183,0.64,12691,3.71,658,0.19,108,0.03,17457,5.10,1178,0.34,6370,1.86,163,0.05,1496,0.44,1878,0.55,1084,0.32,74,0.02,412,0.12,8213,2.40,47,0.01,1022,0.30,13191,3.86,3697,1.08,6140,1.79,3192,0.93,97,0.03,70047,20.48,0,0.00,96,0.03,NULL,0.00,0,3421075,2010
103,ALASKA,ALASKA,1,3665,5.19,203,0.29,1088,1.54,0,0.00,5,0.01,41,0.06,157,0.22,139,0.20,870,1.23,59,0.08,20,0.03,441,0.62,6,0.01,10,0.01,4,0.01,2,0.00,132,0.19,29,0.04,3,0.00,43,0.06,320,0.45,0,0.00,5,0.01,64,0.09,539,0.76,16,0.02,59,0.08,2,0.00,678,0.96,1,0.00,20,0.03,NULL,0.00,35,705910,2010
104,ALASKA,ALASKA,0,42084,59.62,2462,3.49,3940,5.58,25,0.04,88,0.12,264,0.37,2085,2.95,486,0.69,3141,4.45,280,0.40,33,0.05,5220,7.39,118,0.17,283,0.40,96,0.14,35,0.05,903,1.28,420,0.60,161,0.23,324,0.46,2491,3.53,10,0.01,315,0.45,4997,7.08,2492,3.53,496,0.70,1083,1.53,16,0.02,16191,22.94,11,0.02,20,0.03,NULL,0.00,0,705910,2010
105,ARIZONA,ARIZONA,1,38852,6.72,1185,0.20,9265,1.60,37,0.01,19,0.00,264,0.05,865,0.15,1232,0.21,7639,1.32,285,0.05,109,0.02,4123,0.71,29,0.01,102,0.02,8,0.00,138,0.02,2735,0.47,320,0.06,11,0.00,263,0.05,5183,0.90,11,0.00,184,0.03,437,0.08,4754,0.82,0,0.00,2658,0.46,17,0.00,4343,0.75,0,0.00,3086,0.53,NULL,0.00,80,5783974,2010
106,ARIZONA,ARIZONA,0,286906,49.60,8099,1.40,38616,6.68,315,0.05,193,0.03,1708,0.30,5883,1.02,4185,0.72,32822,5.67,1411,0.24,198,0.03,24471,4.23,1901,0.33,2062,0.36,213,0.04,1145,0.20,11026,1.91,2701,0.47,956,0.17,1626,0.28,30349,5.25,268,0.05,2336,0.40,36200,6.26,24236,4.19,3,0.00,16653,2.88,1368,0.24,79591,13.76,0,0.00,3086,0.53,NULL,0.00,0,5783974,2010
107,ARKANSAS,ARKANSAS,1,9091,4.20,306,0.14,2311,1.07,7,0.00,19,0.01,55,0.03,225,0.10,409,0.19,1856,0.86,33,0.02,13,0.01,1438,0.66,13,0.01,27,0.01,10,0.00,97,0.04,318,0.15,115,0.05,1,0.00,37,0.02,765,0.35,1,0.00,1,0.00,88,0.04,194,0.09,189,0.09,814,0.38,0,0.00,1904,0.88,0,0.00,462,0.21,NULL,0.00,173,2166546,2010
108,ARKANSAS,ARKANSAS,0,114029,52.63,3272,1.51,11546,5.33,67,0.03,164,0.08,398,0.18,2643,1.22,2027,0.94,9179,4.24,286,0.13,54,0.02,9193,4.24,670,0.31,2001,0.92,44,0.02,777,0.36,1249,0.58,796,0.37,269,0.12,163,0.08,9753,4.50,10,0.00,85,0.04,8616,3.98,1950,0.90,7168,3.31,2755,1.27,333,0.15,52917,24.42,0,0.00,462,0.21,NULL,0.00,0,2166546,2010
109,CALIFORNIA,CALIFORNIA,1,177206,4.93,12446,0.35,37775,1.05,175,0.00,183,0.01,5053,0.14,7035,0.20,12007,0.33,22938,0.64,2279,0.06,551,0.02,17102,0.48,166,0.00,429,0.01,26,0.00,2367,0.07,10878,0.30,6626,0.18,363,0.01,1823,0.05,22921,0.64,27,0.00,6,0.00,1080,0.03,4275,0.12,3583,0.10,8288,0.23,358,0.01,36601,1.02,0,0.00,10066,0.28,NULL,0.00,691,35923361,2010
110,CALIFORNIA,CALIFORNIA,0,1357573,37.79,109722,3.05,152408,4.24,1548,0.04,1909,0.05,18163,0.51,88102,2.45,51601,1.44,86717,2.41,12957,0.36,1133,0.03,84758,2.36,6932,0.19,8367,0.23,1264,0.04,16356,0.46,24795,0.69,28374,0.79,11344,0.32,11949,0.33,241547,6.72,497,0.01,246,0.01,195276,5.44,17007,0.47,105388,2.93,12433,0.35,4640,0.13,314204,8.75,0,0.00,10066,0.28,NULL,0.00,0,35923361,2010
111,COLORADO,COLORADO,1,32054,7.12,741,0.16,6765,1.50,8,0.00,56,0.01,148,0.03,529,0.12,573,0.13,5832,1.30,248,0.06,112,0.02,1943,0.43,28,0.01,74,0.02,5,0.00,102,0.02,1487,0.33,426,0.09,9,0.00,195,0.04,3249,0.72,0,0.00,61,0.01,383,0.09,3195,0.71,14,0.00,2876,0.64,19,0.00,8992,2.00,6,0.00,1484,0.33,NULL,0.00,162,4498950,2010
112,COLORADO,COLORADO,0,210253,46.73,5939,1.32,23172,5.15,120,0.03,441,0.10,907,0.20,4471,0.99,2483,0.55,19510,4.34,971,0.22,208,0.05,13880,3.09,752,0.17,1861,0.41,112,0.02,647,0.14,5201,1.16,1690,0.38,417,0.09,841,0.19,15294,3.40,4,0.00,3057,0.68,27833,6.19,12479,2.77,1723,0.38,10213,2.27,370,0.08,83255,18.51,29,0.01,1484,0.33,NULL,0.00,0,4498950,2010
113,CONNECTICUT,CONNECTICUT,1,15060,4.43,789,0.23,3163,0.93,5,0.00,35,0.01,281,0.08,468,0.14,487,0.14,2471,0.73,150,0.04,55,0.02,3753,1.10,14,0.00,44,0.01,8,0.00,67,0.02,661,0.19,247,0.07,1,0.00,127,0.04,1536,0.45,2,0.00,73,0.02,57,0.02,218,0.06,0,0.00,2170,0.64,0,0.00,2098,0.62,0,0.00,32,0.01,NULL,0.00,95,3402212,2010
