state,city,population,murder_and_nonnegligent_manslaughter,robbery,aggravated_assault,burglary,larceny_theft,motor_vehicle_theft,year,state_original,city_original,forcible_rape,violent_crimes,property_crimes,murder_and_nonnegligent_manslaughter_per_capita,robbery_per_capita,aggravated_assault_per_capita,burglary_per_capita,larceny_theft_per_capita,motor_vehicle_theft_per_capita,forcible_rape_per_capita,violent_crimes_per_capita,property_crimes_per_capita
KENTUCKY,Vine Grove,5892,0,2,3,26,41,4,2016,KENTUCKY,Vine Grove,2,7,71,0.00,0.34,0.51,4.41,6.96,0.68,0.34,1.19,12.05
KENTUCKY,Warsaw,1697,0,0,1,8,11,1,2016,KENTUCKY,Warsaw,0,1,20,0.00,0.00,0.59,4.71,6.48,0.59,0.00,0.59,11.79
KENTUCKY,Wayland,406,0,0,0,0,1,0,2016,KENTUCKY,Wayland,0,0,1,0.00,0.00,0.00,0.00,2.46,0.00,0.00,0.00,2.46
KENTUCKY,West Buechel,1277,0,5,0,14,186,14,2016,KENTUCKY,West Buechel,0,5,214,0.00,3.92,0.00,10.96,145.65,10.96,0.00,3.92,167.58
KENTUCKY,West Liberty,3336,0,0,0,0,13,1,2016,KENTUCKY,West Liberty,0,0,14,0.00,0.00,0.00,0.00,3.90,0.30,0.00,0.00,4.20
KENTUCKY,West Point,856,0,0,0,0,10,0,2016,KENTUCKY,West Point,0,0,10,0.00,0.00,0.00,0.00,11.68,0.00,0.00,0.00,11.68
KENTUCKY,Wheelwright,480,0,0,0,0,0,0,2016,KENTUCKY,Wheelwright,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Whitesburg,1982,0,2,0,4,3,0,2016,KENTUCKY,Whitesburg,0,2,7,0.00,1.01,0.00,2.02,1.51,0.00,0.00,1.01,3.53
KENTUCKY,Wilder,3099,0,0,1,2,44,2,2016,KENTUCKY,Wilder,0,1,48,0.00,0.00,0.32,0.65,14.20,0.65,0.00,0.32,15.49
KENTUCKY,Williamsburg,5324,0,0,3,18,40,12,2016,KENTUCKY,Williamsburg,2,5,70,0.00,0.00,0.56,3.38,7.51,2.25,0.38,0.94,13.15
KENTUCKY,Williamstown,3946,0,1,2,6,27,3,2016,KENTUCKY,Williamstown,0,3,36,0.00,0.25,0.51,1.52,6.84,0.76,0.00,0.76,9.12
KENTUCKY,Wilmore,6315,0,0,0,29,68,4,2016,KENTUCKY,Wilmore,1,1,101,0.00,0.00,0.00,4.59,10.77,0.63,0.16,0.16,15.99
KENTUCKY,Winchester,18461,1,19,13,147,817,54,2016,KENTUCKY,Winchester,15,48,1018,0.05,1.03,0.70,7.96,44.26,2.93,0.81,2.60,55.14
KENTUCKY,Wingo,641,0,0,0,0,0,0,2016,KENTUCKY,Wingo,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Woodburn,381,0,0,0,0,1,0,2016,KENTUCKY,Woodburn,0,0,1,0.00,0.00,0.00,0.00,2.62,0.00,0.00,0.00,2.62
KENTUCKY,Worthington,1571,0,0,0,4,5,0,2016,KENTUCKY,Worthington,0,0,9,0.00,0.00,0.00,2.55,3.18,0.00,0.00,0.00,5.73
LOUISIANA,Abbeville,12471,2,9,101,130,329,15,2016,LOUISIANA,Abbeville,5,117,474,0.16,0.72,8.10,10.42,26.38,1.20,0.40,9.38,38.01
LOUISIANA,Addis,4808,0,0,15,0,0,0,2016,LOUISIANA,Addis,0,15,0,0.00,0.00,3.12,0.00,0.00,0.00,0.00,3.12,0.00
LOUISIANA,Alexandria,47936,11,154,693,1057,2765,269,2016,LOUISIANA,Alexandria,25,883,4091,0.23,3.21,14.46,22.05,57.68,5.61,0.52,18.42,85.34
LOUISIANA,Ball,3989,0,0,7,12,13,5,2016,LOUISIANA,Ball,0,7,30,0.00,0.00,1.75,3.01,3.26,1.25,0.00,1.75,7.52
LOUISIANA,Bastrop,10595,2,29,119,465,717,38,2016,LOUISIANA,Bastrop,3,153,1220,0.19,2.74,11.23,43.89,67.67,3.59,0.28,14.44,115.15
LOUISIANA,Baton Rouge,228389,47,824,1149,2364,6907,663,2016,LOUISIANA,Baton Rouge,123,2143,9934,0.21,3.61,5.03,10.35,30.24,2.90,0.54,9.38,43.50
LOUISIANA,Berwick,4732,0,0,9,33,54,2,2016,LOUISIANA,Berwick,0,9,89,0.00,0.00,1.90,6.97,11.41,0.42,0.00,1.90,18.81
LOUISIANA,Blanchard,2941,0,2,0,11,22,1,2016,LOUISIANA,Blanchard,0,2,34,0.00,0.68,0.00,3.74,7.48,0.34,0.00,0.68,11.56
LOUISIANA,Bogalusa,11882,1,24,122,194,424,44,2016,LOUISIANA,Bogalusa,10,157,662,0.08,2.02,10.27,16.33,35.68,3.70,0.84,13.21,55.71
LOUISIANA,Bossier City,69384,5,96,451,494,2491,221,2016,LOUISIANA,Bossier City,33,585,3206,0.07,1.38,6.50,7.12,35.90,3.19,0.48,8.43,46.21
LOUISIANA,Breaux Bridge,8446,0,9,18,92,551,19,2016,LOUISIANA,Breaux Bridge,0,27,662,0.00,1.07,2.13,10.89,65.24,2.25,0.00,3.20,78.38
LOUISIANA,Broussard,11998,0,5,25,114,158,16,2016,LOUISIANA,Broussard,1,31,288,0.00,0.42,2.08,9.50,13.17,1.33,0.08,2.58,24.00
LOUISIANA,Brusly,2823,0,0,0,2,33,2,2016,LOUISIANA,Brusly,0,0,37,0.00,0.00,0.00,0.71,11.69,0.71,0.00,0.00,13.11
LOUISIANA,Carencro,8763,2,4,13,32,138,10,2016,LOUISIANA,Carencro,0,19,180,0.23,0.46,1.48,3.65,15.75,1.14,0.00,2.17,20.54
LOUISIANA,Clarence,486,0,0,0,0,0,0,2016,LOUISIANA,Clarence,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Clinton,1564,0,3,6,0,1,0,2016,LOUISIANA,Clinton,0,9,1,0.00,1.92,3.84,0.00,0.64,0.00,0.00,5.75,0.64
LOUISIANA,Cottonport,1943,0,0,0,18,27,0,2016,LOUISIANA,Cottonport,0,0,45,0.00,0.00,0.00,9.26,13.90,0.00,0.00,0.00,23.16
LOUISIANA,Coushatta,1832,0,0,10,7,18,0,2016,LOUISIANA,Coushatta,0,10,25,0.00,0.00,5.46,3.82,9.83,0.00,0.00,5.46,13.65
LOUISIANA,Covington,10178,1,3,31,23,278,7,2016,LOUISIANA,Covington,2,37,308,0.10,0.29,3.05,2.26,27.31,0.69,0.20,3.64,30.26
LOUISIANA,Crowley,13119,3,19,84,178,162,91,2016,LOUISIANA,Crowley,1,107,431,0.23,1.45,6.40,13.57,12.35,6.94,0.08,8.16,32.85
LOUISIANA,Denham Springs,10107,1,6,23,120,529,3,2016,LOUISIANA,Denham Springs,2,32,652,0.10,0.59,2.28,11.87,52.34,0.30,0.20,3.17,64.51
LOUISIANA,De Quincy,3147,0,0,4,7,27,1,2016,LOUISIANA,De Quincy,1,5,35,0.00,0.00,1.27,2.22,8.58,0.32,0.32,1.59,11.12
LOUISIANA,De Ridder,10939,1,2,16,37,149,5,2016,LOUISIANA,De Ridder,1,20,191,0.09,0.18,1.46,3.38,13.62,0.46,0.09,1.83,17.46
LOUISIANA,Epps,834,0,0,0,0,0,0,2016,LOUISIANA,Epps,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Erath,2106,0,0,3,0,11,0,2016,LOUISIANA,Erath,0,3,11,0.00,0.00,1.42,0.00,5.22,0.00,0.00,1.42,5.22
LOUISIANA,Eunice,10291,0,7,52,123,414,15,2016,LOUISIANA,Eunice,6,65,552,0.00,0.68,5.05,11.95,40.23,1.46,0.58,6.32,53.64
LOUISIANA,Farmerville,3849,0,4,14,42,171,5,2016,LOUISIANA,Farmerville,1,19,218,0.00,1.04,3.64,10.91,44.43,1.30,0.26,4.94,56.64
LOUISIANA,Ferriday,3348,0,1,20,37,52,5,2016,LOUISIANA,Ferriday,0,21,94,0.00,0.30,5.97,11.05,15.53,1.49,0.00,6.27,28.08
LOUISIANA,Fisher,225,0,0,0,0,0,0,2016,LOUISIANA,Fisher,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Florien,628,0,0,2,0,2,1,2016,LOUISIANA,Florien,0,2,3,0.00,0.00,3.18,0.00,3.18,1.59,0.00,3.18,4.78
LOUISIANA,Folsom,808,0,0,2,2,7,0,2016,LOUISIANA,Folsom,0,2,9,0.00,0.00,2.48,2.48,8.66,0.00,0.00,2.48,11.14
LOUISIANA,Franklin,7236,1,10,38,96,191,4,2016,LOUISIANA,Franklin,0,49,291,0.14,1.38,5.25,13.27,26.40,0.55,0.00,6.77,40.22
LOUISIANA,Franklinton,3769,1,2,10,38,173,14,2016,LOUISIANA,Franklinton,4,17,225,0.27,0.53,2.65,10.08,45.90,3.71,1.06,4.51,59.70
LOUISIANA,French Settlement,1132,0,0,2,0,3,1,2016,LOUISIANA,French Settlement,0,2,4,0.00,0.00,1.77,0.00,2.65,0.88,0.00,1.77,3.53
LOUISIANA,Georgetown,325,0,0,0,0,0,0,2016,LOUISIANA,Georgetown,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Golden Meadow,2052,0,0,0,0,0,0,2016,LOUISIANA,Golden Meadow,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Gonzales,10860,1,17,28,64,791,44,2016,LOUISIANA,Gonzales,7,53,899,0.09,1.57,2.58,5.89,72.84,4.05,0.64,4.88,82.78
LOUISIANA,Gramercy,3430,0,1,25,11,68,1,2016,LOUISIANA,Gramercy,0,26,80,0.00,0.29,7.29,3.21,19.83,0.29,0.00,7.58,23.32
LOUISIANA,Greenwood,3184,0,1,3,8,37,5,2016,LOUISIANA,Greenwood,0,4,50,0.00,0.31,0.94,2.51,11.62,1.57,0.00,1.26,15.70
LOUISIANA,Gretna,17908,2,13,25,88,567,24,2016,LOUISIANA,Gretna,2,42,679,0.11,0.73,1.40,4.91,31.66,1.34,0.11,2.35,37.92
LOUISIANA,Hammond,20576,7,59,208,627,1412,92,2016,LOUISIANA,Hammond,12,286,2131,0.34,2.87,10.11,30.47,68.62,4.47,0.58,13.90,103.57
LOUISIANA,Harahan,9364,0,0,8,23,94,9,2016,LOUISIANA,Harahan,1,9,126,0.00,0.00,0.85,2.46,10.04,0.96,0.11,0.96,13.46
LOUISIANA,Haughton,3306,0,0,0,0,13,0,2016,LOUISIANA,Haughton,0,0,13,0.00,0.00,0.00,0.00,3.93,0.00,0.00,0.00,3.93
LOUISIANA,Hodge,448,0,0,0,0,0,0,2016,LOUISIANA,Hodge,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Houma,34410,4,42,104,196,1159,56,2016,LOUISIANA,Houma,17,167,1411,0.12,1.22,3.02,5.70,33.68,1.63,0.49,4.85,41.01
LOUISIANA,Ida,214,0,0,0,0,0,0,2016,LOUISIANA,Ida,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Independence,1820,0,3,19,21,42,10,2016,LOUISIANA,Independence,1,23,73,0.00,1.65,10.44,11.54,23.08,5.49,0.55,12.64,40.11
LOUISIANA,Iowa,3266,0,3,19,32,64,4,2016,LOUISIANA,Iowa,0,22,100,0.00,0.92,5.82,9.80,19.60,1.22,0.00,6.74,30.62
LOUISIANA,Jena,3420,0,0,1,3,0,0,2016,LOUISIANA,Jena,0,1,3,0.00,0.00,0.29,0.88,0.00,0.00,0.00,0.29,0.88
LOUISIANA,Jennings,10140,1,2,26,58,252,11,2016,LOUISIANA,Jennings,0,29,321,0.10,0.20,2.56,5.72,24.85,1.08,0.00,2.86,31.66
LOUISIANA,Kaplan,4619,1,1,7,8,31,3,2016,LOUISIANA,Kaplan,0,9,42,0.22,0.22,1.52,1.73,6.71,0.65,0.00,1.95,9.09
LOUISIANA,Kenner,67164,6,71,92,245,1873,117,2016,LOUISIANA,Kenner,25,194,2235,0.09,1.06,1.37,3.65,27.89,1.74,0.37,2.89,33.28
LOUISIANA,Kentwood,2368,0,2,18,44,121,5,2016,LOUISIANA,Kentwood,3,23,170,0.00,0.84,7.60,18.58,51.10,2.11,1.27,9.71,71.79
LOUISIANA,Killian,1324,0,0,2,2,11,2,2016,LOUISIANA,Killian,0,2,15,0.00,0.00,1.51,1.51,8.31,1.51,0.00,1.51,11.33
LOUISIANA,Kinder,2436,0,1,6,4,54,4,2016,LOUISIANA,Kinder,0,7,62,0.00,0.41,2.46,1.64,22.17,1.64,0.00,2.87,25.45
LOUISIANA,Krotz Springs,1203,0,0,4,3,5,4,2016,LOUISIANA,Krotz Springs,0,4,12,0.00,0.00,3.33,2.49,4.16,3.33,0.00,3.33,9.98
LOUISIANA,Lafayette,128923,11,148,463,1025,5013,379,2016,LOUISIANA,Lafayette,19,641,6417,0.09,1.15,3.59,7.95,38.88,2.94,0.15,4.97,49.77
LOUISIANA,Lake Charles,76864,8,143,463,1626,1320,207,2016,LOUISIANA,Lake Charles,40,654,3153,0.10,1.86,6.02,21.15,17.17,2.69,0.52,8.51,41.02
LOUISIANA,Lake Providence,3666,0,5,45,11,15,1,2016,LOUISIANA,Lake Providence,1,51,27,0.00,1.36,12.27,3.00,4.09,0.27,0.27,13.91,7.36
LOUISIANA,Leesville,6270,1,3,45,74,356,7,2016,LOUISIANA,Leesville,7,56,437,0.16,0.48,7.18,11.80,56.78,1.12,1.12,8.93,69.70
LOUISIANA,Mandeville,12423,0,4,19,31,230,9,2016,LOUISIANA,Mandeville,3,26,270,0.00,0.32,1.53,2.50,18.51,0.72,0.24,2.09,21.73
LOUISIANA,Mansfield,4937,1,1,53,79,117,8,2016,LOUISIANA,Mansfield,0,55,204,0.20,0.20,10.74,16.00,23.70,1.62,0.00,11.14,41.32
LOUISIANA,Many,2778,0,1,12,14,143,0,2016,LOUISIANA,Many,0,13,157,0.00,0.36,4.32,5.04,51.48,0.00,0.00,4.68,56.52
LOUISIANA,Marion,753,0,0,1,2,7,0,2016,LOUISIANA,Marion,0,1,9,0.00,0.00,1.33,2.66,9.30,0.00,0.00,1.33,11.95
LOUISIANA,Marksville,5499,0,6,57,73,312,2,2016,LOUISIANA,Marksville,0,63,387,0.00,1.09,10.37,13.28,56.74,0.36,0.00,11.46,70.38
LOUISIANA,Minden,12615,0,9,17,44,193,14,2016,LOUISIANA,Minden,0,26,251,0.00,0.71,1.35,3.49,15.30,1.11,0.00,2.06,19.90
LOUISIANA,Monroe,49677,11,248,1182,1025,3397,224,2016,LOUISIANA,Monroe,52,1493,4646,0.22,4.99,23.79,20.63,68.38,4.51,1.05,30.05,93.52
LOUISIANA,Morgan City,11731,0,13,70,167,408,26,2016,LOUISIANA,Morgan City,10,93,601,0.00,1.11,5.97,14.24,34.78,2.22,0.85,7.93,51.23
LOUISIANA,Natchitoches,18332,3,33,148,303,963,25,2016,LOUISIANA,Natchitoches,4,188,1291,0.16,1.80,8.07,16.53,52.53,1.36,0.22,10.26,70.42
LOUISIANA,New Orleans,397208,174,1445,2093,2561,10583,2427,2016,LOUISIANA,New Orleans,537,4249,15571,0.44,3.64,5.27,6.45,26.64,6.11,1.35,10.70,39.20
LOUISIANA,Norwood,310,0,0,0,1,0,0,2016,LOUISIANA,Norwood,0,0,1,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,3.23
LOUISIANA,Oakdale,7697,0,2,16,9,89,4,2016,LOUISIANA,Oakdale,0,18,102,0.00,0.26,2.08,1.17,11.56,0.52,0.00,2.34,13.25
LOUISIANA,Oak Grove,1650,0,0,15,20,92,1,2016,LOUISIANA,Oak Grove,0,15,113,0.00,0.00,9.09,12.12,55.76,0.61,0.00,9.09,68.48
LOUISIANA,Oil City,994,0,0,2,5,8,1,2016,LOUISIANA,Oil City,0,2,14,0.00,0.00,2.01,5.03,8.05,1.01,0.00,2.01,14.08
LOUISIANA,Olla,1385,0,0,0,4,3,1,2016,LOUISIANA,Olla,0,0,8,0.00,0.00,0.00,2.89,2.17,0.72,0.00,0.00,5.78
LOUISIANA,Opelousas,16557,4,54,179,423,850,50,2016,LOUISIANA,Opelousas,13,250,1323,0.24,3.26,10.81,25.55,51.34,3.02,0.79,15.10,79.91
LOUISIANA,Patterson,6105,0,0,1,0,99,2,2016,LOUISIANA,Patterson,0,1,101,0.00,0.00,0.16,0.00,16.22,0.33,0.00,0.16,16.54
LOUISIANA,Pearl River,2553,0,2,21,17,64,2,2016,LOUISIANA,Pearl River,1,24,83,0.00,0.78,8.23,6.66,25.07,0.78,0.39,9.40,32.51
LOUISIANA,Pineville,14379,0,10,113,137,715,46,2016,LOUISIANA,Pineville,13,136,898,0.00,0.70,7.86,9.53,49.73,3.20,0.90,9.46,62.45
LOUISIANA,Plaquemine,6825,1,0,41,40,197,2,2016,LOUISIANA,Plaquemine,1,43,239,0.15,0.00,6.01,5.86,28.86,0.29,0.15,6.30,35.02
LOUISIANA,Pollock,473,0,0,3,0,0,1,2016,LOUISIANA,Pollock,1,4,1,0.00,0.00,6.34,0.00,0.00,2.11,2.11,8.46,2.11
LOUISIANA,Ponchatoula,7168,1,7,88,114,378,16,2016,LOUISIANA,Ponchatoula,4,100,508,0.14,0.98,12.28,15.90,52.73,2.23,0.56,13.95,70.87
LOUISIANA,Port Allen,5116,0,2,15,22,66,8,2016,LOUISIANA,Port Allen,2,19,96,0.00,0.39,2.93,4.30,12.90,1.56,0.39,3.71,18.76
LOUISIANA,Port Vincent,750,0,0,4,10,20,2,2016,LOUISIANA,Port Vincent,0,4,32,0.00,0.00,5.33,13.33,26.67,2.67,0.00,5.33,42.67
LOUISIANA,Rayne,8031,1,4,34,51,185,0,2016,LOUISIANA,Rayne,0,39,236,0.12,0.50,4.23,6.35,23.04,0.00,0.00,4.86,29.39
LOUISIANA,Ruston,22416,2,21,88,112,491,19,2016,LOUISIANA,Ruston,1,112,622,0.09,0.94,3.93,5.00,21.90,0.85,0.04,5.00,27.75
LOUISIANA,Scott,9092,0,1,4,65,150,18,2016,LOUISIANA,Scott,2,7,233,0.00,0.11,0.44,7.15,16.50,1.98,0.22,0.77,25.63
LOUISIANA,Shreveport,196467,42,492,1174,2318,7646,757,2016,LOUISIANA,Shreveport,157,1865,10721,0.21,2.50,5.98,11.80,38.92,3.85,0.80,9.49,54.57
LOUISIANA,Sibley,1177,1,0,0,2,0,0,2016,LOUISIANA,Sibley,0,1,2,0.85,0.00,0.00,1.70,0.00,0.00,0.00,0.85,1.70
LOUISIANA,Slidell,28107,0,13,87,139,1040,45,2016,LOUISIANA,Slidell,5,105,1224,0.00,0.46,3.10,4.95,37.00,1.60,0.18,3.74,43.55
LOUISIANA,Springhill,5064,0,0,9,15,145,0,2016,LOUISIANA,Springhill,0,9,160,0.00,0.00,1.78,2.96,28.63,0.00,0.00,1.78,31.60
LOUISIANA,St. Gabriel,7183,1,3,25,41,49,6,2016,LOUISIANA,St. Gabriel,3,32,96,0.14,0.42,3.48,5.71,6.82,0.84,0.42,4.45,13.36
LOUISIANA,Sulphur,20142,0,14,84,161,678,53,2016,LOUISIANA,Sulphur,3,101,892,0.00,0.70,4.17,7.99,33.66,2.63,0.15,5.01,44.29
LOUISIANA,Thibodaux,14588,0,10,77,142,443,8,2016,LOUISIANA,Thibodaux,3,90,593,0.00,0.69,5.28,9.73,30.37,0.55,0.21,6.17,40.65
LOUISIANA,Vidalia,4076,2,1,21,23,98,3,2016,LOUISIANA,Vidalia,2,26,124,0.49,0.25,5.15,5.64,24.04,0.74,0.49,6.38,30.42
LOUISIANA,Ville Platte,7234,0,5,16,96,361,3,2016,LOUISIANA,Ville Platte,0,21,460,0.00,0.69,2.21,13.27,49.90,0.41,0.00,2.90,63.59
LOUISIANA,Vinton,3344,0,0,22,47,60,5,2016,LOUISIANA,Vinton,2,24,112,0.00,0.00,6.58,14.06,17.94,1.50,0.60,7.18,33.49
LOUISIANA,Walker,6351,0,6,21,17,198,8,2016,LOUISIANA,Walker,6,33,223,0.00,0.94,3.31,2.68,31.18,1.26,0.94,5.20,35.11
LOUISIANA,Welsh,3226,0,1,45,43,71,2,2016,LOUISIANA,Welsh,0,46,116,0.00,0.31,13.95,13.33,22.01,0.62,0.00,14.26,35.96
LOUISIANA,West Monroe,12942,3,17,63,216,721,52,2016,LOUISIANA,West Monroe,5,88,989,0.23,1.31,4.87,16.69,55.71,4.02,0.39,6.80,76.42
LOUISIANA,Westwego,8543,0,7,17,48,160,21,2016,LOUISIANA,Westwego,4,28,229,0.00,0.82,1.99,5.62,18.73,2.46,0.47,3.28,26.81
LOUISIANA,White Castle,1814,0,0,7,8,31,0,2016,LOUISIANA,White Castle,0,7,39,0.00,0.00,3.86,4.41,17.09,0.00,0.00,3.86,21.50
LOUISIANA,Wilson,571,0,0,0,0,0,0,2016,LOUISIANA,Wilson,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOUISIANA,Winnfield,4514,0,8,32,68,147,9,2016,LOUISIANA,Winnfield,5,45,224,0.00,1.77,7.09,15.06,32.57,1.99,1.11,9.97,49.62
LOUISIANA,Zachary,16753,1,6,64,67,427,39,2016,LOUISIANA,Zachary,4,75,533,0.06,0.36,3.82,4.00,25.49,2.33,0.24,4.48,31.82
MAINE,Ashland,1222,0,0,0,7,5,1,2016,MAINE,Ashland,0,0,13,0.00,0.00,0.00,5.73,4.09,0.82,0.00,0.00,10.64
MAINE,Auburn,22836,0,7,22,66,649,15,2016,MAINE,Auburn,14,43,730,0.00,0.31,0.96,2.89,28.42,0.66,0.61,1.88,31.97
MAINE,Augusta,18347,0,13,45,112,547,17,2016,MAINE,Augusta,18,76,676,0.00,0.71,2.45,6.10,29.81,0.93,0.98,4.14,36.85
MAINE,Baileyville,1444,0,1,0,3,6,1,2016,MAINE,Baileyville,0,1,10,0.00,0.69,0.00,2.08,4.16,0.69,0.00,0.69,6.93
MAINE,Bangor,32264,0,30,30,180,1123,37,2016,MAINE,Bangor,15,75,1340,0.00,0.93,0.93,5.58,34.81,1.15,0.46,2.32,41.53
MAINE,Bar Harbor,5339,0,0,2,3,54,2,2016,MAINE,Bar Harbor,0,2,59,0.00,0.00,0.37,0.56,10.11,0.37,0.00,0.37,11.05
MAINE,Bath,8269,0,0,5,22,181,6,2016,MAINE,Bath,2,7,209,0.00,0.00,0.60,2.66,21.89,0.73,0.24,0.85,25.28
MAINE,Belfast,6685,0,0,8,25,88,6,2016,MAINE,Belfast,2,10,119,0.00,0.00,1.20,3.74,13.16,0.90,0.30,1.50,17.80
MAINE,Berwick,7567,0,1,2,15,54,5,2016,MAINE,Berwick,0,3,74,0.00,0.13,0.26,1.98,7.14,0.66,0.00,0.40,9.78
MAINE,Biddeford,21285,1,13,60,86,626,17,2016,MAINE,Biddeford,13,87,729,0.05,0.61,2.82,4.04,29.41,0.80,0.61,4.09,34.25
MAINE,Boothbay Harbor,2158,0,1,4,3,37,3,2016,MAINE,Boothbay Harbor,2,7,43,0.00,0.46,1.85,1.39,17.15,1.39,0.93,3.24,19.93
MAINE,Brewer,9185,0,0,1,23,181,1,2016,MAINE,Brewer,0,1,205,0.00,0.00,0.11,2.50,19.71,0.11,0.00,0.11,22.32
MAINE,Bridgton,5405,0,1,1,19,86,3,2016,MAINE,Bridgton,0,2,108,0.00,0.19,0.19,3.52,15.91,0.56,0.00,0.37,19.98
MAINE,Brownville,1189,0,0,3,2,13,5,2016,MAINE,Brownville,0,3,20,0.00,0.00,2.52,1.68,10.93,4.21,0.00,2.52,16.82
MAINE,Brunswick,20544,0,4,13,40,304,4,2016,MAINE,Brunswick,8,25,348,0.00,0.19,0.63,1.95,14.80,0.19,0.39,1.22,16.94
MAINE,Bucksport,4927,0,2,1,8,52,1,2016,MAINE,Bucksport,1,4,61,0.00,0.41,0.20,1.62,10.55,0.20,0.20,0.81,12.38
MAINE,Buxton,8171,0,0,9,23,49,1,2016,MAINE,Buxton,0,9,73,0.00,0.00,1.10,2.81,6.00,0.12,0.00,1.10,8.93
MAINE,Calais,2953,0,0,2,10,93,1,2016,MAINE,Calais,0,2,104,0.00,0.00,0.68,3.39,31.49,0.34,0.00,0.68,35.22
MAINE,Camden,4863,0,0,3,4,29,0,2016,MAINE,Camden,0,3,33,0.00,0.00,0.62,0.82,5.96,0.00,0.00,0.62,6.79
MAINE,Cape Elizabeth,9364,0,0,0,26,28,0,2016,MAINE,Cape Elizabeth,0,0,54,0.00,0.00,0.00,2.78,2.99,0.00,0.00,0.00,5.77
MAINE,Caribou,7747,0,1,7,25,92,9,2016,MAINE,Caribou,0,8,126,0.00,0.13,0.90,3.23,11.88,1.16,0.00,1.03,16.26
MAINE,Carrabassett Valley,772,0,0,1,0,13,0,2016,MAINE,Carrabassett Valley,0,1,13,0.00,0.00,1.30,0.00,16.84,0.00,0.00,1.30,16.84
MAINE,Clinton,3291,0,0,0,7,33,0,2016,MAINE,Clinton,0,0,40,0.00,0.00,0.00,2.13,10.03,0.00,0.00,0.00,12.15
MAINE,Cumberland,7821,0,0,1,4,20,0,2016,MAINE,Cumberland,0,1,24,0.00,0.00,0.13,0.51,2.56,0.00,0.00,0.13,3.07
MAINE,Damariscotta,2214,0,0,1,3,39,0,2016,MAINE,Damariscotta,1,2,42,0.00,0.00,0.45,1.36,17.62,0.00,0.45,0.90,18.97
MAINE,Dexter,3775,0,0,1,3,63,3,2016,MAINE,Dexter,0,1,69,0.00,0.00,0.26,0.79,16.69,0.79,0.00,0.26,18.28
MAINE,Dixfield,2462,0,0,1,18,17,0,2016,MAINE,Dixfield,2,3,35,0.00,0.00,0.41,7.31,6.90,0.00,0.81,1.22,14.22
MAINE,Dover-foxcroft,4004,0,0,3,11,61,1,2016,MAINE,Dover-foxcroft,1,4,73,0.00,0.00,0.75,2.75,15.23,0.25,0.25,1.00,18.23
MAINE,East Millinocket,2986,0,0,0,5,33,0,2016,MAINE,East Millinocket,1,1,38,0.00,0.00,0.00,1.67,11.05,0.00,0.33,0.33,12.73
MAINE,Eastport,1254,0,0,3,3,4,0,2016,MAINE,Eastport,1,4,7,0.00,0.00,2.39,2.39,3.19,0.00,0.80,3.19,5.58
MAINE,Eliot,6362,0,0,2,12,35,2,2016,MAINE,Eliot,1,3,49,0.00,0.00,0.31,1.89,5.50,0.31,0.16,0.47,7.70
MAINE,Ellsworth,7881,0,2,3,31,204,7,2016,MAINE,Ellsworth,1,6,242,0.00,0.25,0.38,3.93,25.89,0.89,0.13,0.76,30.71
MAINE,Fairfield,6505,2,1,3,23,115,1,2016,MAINE,Fairfield,1,7,139,0.31,0.15,0.46,3.54,17.68,0.15,0.15,1.08,21.37
MAINE,Falmouth,12154,1,3,6,17,122,5,2016,MAINE,Falmouth,1,11,144,0.08,0.25,0.49,1.40,10.04,0.41,0.08,0.91,11.85
MAINE,Farmington,7401,0,0,3,18,77,4,2016,MAINE,Farmington,3,6,99,0.00,0.00,0.41,2.43,10.40,0.54,0.41,0.81,13.38
MAINE,Fort Fairfield,3330,0,0,5,5,21,0,2016,MAINE,Fort Fairfield,0,5,26,0.00,0.00,1.50,1.50,6.31,0.00,0.00,1.50,7.81
MAINE,Fort Kent,3940,0,0,3,1,20,1,2016,MAINE,Fort Kent,0,3,22,0.00,0.00,0.76,0.25,5.08,0.25,0.00,0.76,5.58
MAINE,Freeport,8407,0,1,2,13,175,2,2016,MAINE,Freeport,0,3,190,0.00,0.12,0.24,1.55,20.82,0.24,0.00,0.36,22.60
MAINE,Fryeburg,3385,0,0,2,9,23,0,2016,MAINE,Fryeburg,1,3,32,0.00,0.00,0.59,2.66,6.79,0.00,0.30,0.89,9.45
